id,first_name,player_name,dateofbirth,gender,batting_hand,bowling_type,role,country_id,country,image,Test,ODI,T20,ipl_team,retired
198,Jhye,Jhye Richardson,20-09-1996,m,right-hand-bat,right-arm-fast,Medium Pacer,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,3,15,18,DC,n
199,Marcus,Marcus Stoinis,16-08-1989,m,right-hand-bat,right-arm-fast,Batting Allrounder,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,0,71,80,LSG,n
365,Ben,Ben Cutting,30-01-1987,m,right-hand-bat,right-arm-fast,Batting Allrounder,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,0,4,7,MI,y
416,George,George Bailey,07-09-1982,m,right-hand-bat,right-arm-fast,Middle Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,5,90,30,PBKS,y
419,James,James Faulkner,29-04-1990,m,right-hand-bat,left-arm-fast,Bowling Allrounder,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,1,69,24,GL,y
435,Cameron,Cameron White,18-08-1983,m,right-hand-bat,legbreak,Middle Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,4,91,47,SRH,y
436,Marcus,Marcus Harris,21-07-1992,m,left-hand-bat,does not bowl,Top Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,14,0,0,NA,n
437,Brad,Brad Hodge,29-12-1974,m,right-hand-bat,right-arm-offbreak,Batting Allrounder,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,6,25,15,NA,y
438,Beau,Beau Webster,01-12-1993,m,right-hand-bat,right-arm-offbreak,Batting Allrounder,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,7,0,0,NA,n
442,Daniel,Daniel Christian,04-05-1983,m,right-hand-bat,right-arm-fast,Bowling Allrounder,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,0,20,23,RCB,y
446,Kane,Kane Richardson,12-02-1991,m,right-hand-bat,right-arm-fast,Medium Pacer,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,0,25,36,RCB,n
449,Brad,Brad Hogg,06-02-1971,m,left-hand-bat,slow-left-arm-orthodox,Spinner,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,7,123,15,KKR,y
454,Peter,Peter Handscomb,26-04-1991,m,right-hand-bat,does not bowl,Middle Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,20,22,2,NA,n
458,Scott,Scott Boland,11-04-1989,m,right-hand-bat,right-arm-fast,Medium Pacer,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,14,14,3,RPS,n
460,Ben,Ben Hilfenhaus,15-03-1983,m,right-hand-bat,right-arm-fast,Medium Pacer,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,27,25,7,DC,y
615,Cameron,Cameron Bancroft,19-11-1992,m,right-hand-bat,does not bowl,Wicketkeeper,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,10,0,2,NA,y
617,Tim,Tim David,16-03-1996,m,right-hand-bat,right-arm-offbreak,Middle Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,0,22,47,RCB,n
620,Ashton,Ashton Turner,25-01-1993,m,right-hand-bat,right-arm-offbreak,Middle Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,0,9,19,NA,n
623,Josh,Josh Inglis,04-03-1995,m,right-hand-bat,does not bowl,Wicketkeeper,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,0,18,25,PBKS,n
624,Josh,Josh Philippe,01-06-1997,m,right-hand-bat,does not bowl,Wicketkeeper,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,0,3,10,RCB,n
626,Jason,Jason Behrendorff,20-04-1990,m,right-hand-bat,left-arm-fast,Medium Pacer,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,0,12,14,MI,n
627,Mitchell,Mitchell Johnson,02-11-1981,m,left-hand-bat,left-arm-fast,Medium Pacer,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,73,153,30,MI,y
630,Cameron,Cameron Green,03-06-1999,m,right-hand-bat,right-arm-fast,Batting Allrounder,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,29,24,8,RCB,n
738,David,David Warner,27-10-1986,m,left-hand-bat,legbreak,Top Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,120,167,108,DC,y
765,Moises,Moises Henriques,01-02-1987,m,right-hand-bat,right-arm-fast,Batting Allrounder,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,4,16,29,PBKS,y
768,Steven,Steven Smith,02-06-1989,m,right-hand-bat,legbreak,Top Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,114,163,67,DC,n
787,Shane,Shane Watson,17-06-1981,m,right-hand-bat,right-arm-fast,Batting Allrounder,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,59,190,58,CSK,y
872,Sean,Sean Abbott,29-02-1992,m,right-hand-bat,right-arm-fast,Bowling Allrounder,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,0,20,15,SRH,y
896,Steve,Steve O'Keefe,09-12-1984,m,right-hand-bat,slow-left-arm-orthodox,Bowling Allrounder,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,9,0,7,NA,y
902,Daniel,Daniel Sams,27-10-1992,m,right-hand-bat,left-arm-fast,Bowling Allrounder,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,0,0,10,LSG,n
1238,Brad,Brad Haddin,23-10-1977,m,right-hand-bat,does not bowl,Wicketkeeper,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,66,126,34,NA,y
1325,Shaun,Shaun Tait,22-02-1983,m,right-hand-bat,right-arm-fast,Medium Pacer,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,3,35,21,RR,y
1496,Ricky,Ricky Ponting,19-12-1974,m,right-hand-bat,right-arm-fast,Top Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,168,375,17,MI,y
1505,Michael,Michael Clarke,02-04-1981,m,right-hand-bat,slow-left-arm-orthodox,Top Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,115,245,34,PWI,y
1508,Adam,Adam Gilchrist,14-11-1971,m,left-hand-bat,right-arm-offbreak,Wicketkeeper,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,96,287,13,KXIP,y
1511,Matthew,Matthew Hayden,29-10-1971,m,left-hand-bat,right-arm-fast,Top Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,103,161,9,CSK,y
1514,Glenn,Glenn McGrath,09-02-1970,m,right-hand-bat,right-arm-fast,Medium Pacer,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,124,250,2,DD,y
1517,Andrew,Andrew Symonds,09-06-1975,m,right-hand-bat,right-arm-fast,Batting Allrounder,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,26,198,14,MI,y
1520,Michael,Michael Hussey,27-05-1975,m,left-hand-bat,right-arm-fast,Top Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,79,185,38,CSK,y
2078,David,David Hussey,15-07-1977,m,right-hand-bat,right-arm-offbreak,Middle Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,0,69,39,CSK,y
2084,Brett,Brett Lee,14-01-1983,m,right-hand-bat,right-arm-fast,Medium Pacer,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,76,221,25,KKR,y
2666,Doug,Doug Bollinger,24-07-1981,m,left-hand-bat,left-arm-fast,Medium Pacer,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,12,39,9,CSK,y
2834,Dirk,Dirk Nannes,16-05-1976,m,right-hand-bat,left-arm-fast,Medium Pacer,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,0,1,17,CSK,y
2876,Aiden,Aiden Blizzard,27-06-1984,m,left-hand-bat,left-arm-fast,Middle Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,0,0,0,MI,y
3266,Adam,Adam Voges,04-10-1979,m,right-hand-bat,slow-left-arm-orthodox,Top Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,20,31,7,RR,y
4220,Ryan,Ryan Harris,11-10-1979,m,right-hand-bat,right-arm-fast,Medium Pacer,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,27,21,3,KXIP,y
4694,Chris,Chris Rogers,31-08-1977,m,left-hand-bat,legbreak,Top Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,25,0,0,NA,y
4949,Jake,Jake Fraser-McGurk,11-04-2002,m,right-hand-bat,legbreak,Top Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,0,7,8,DC,n
5564,Will,Will Pucovski,02-02-1998,m,right-hand-bat,does not bowl,Top Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,1,0,0,NA,y
9906,Nathan,Nathan Ellis,22-09-1994,m,right-hand-bat,right-arm-fast,Medium Pacer,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,0,10,18,CSK,n
10113,Tanveer,Tanveer Sangha,26-11-2001,m,right-hand-bat,legbreak,Spinner,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,0,2,5,NA,n
10131,Cooper,Cooper Connolly,22-08-2003,m,left-hand-bat,slow-left-arm-orthodox,Batting Allrounder,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,0,0,0,NA,n
10776,Michael,Michael Bevan,08-05-1970,m,left-hand-bat,slow-left-arm-orthodox,Middle Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,18,232,0,NA,y
11019,Simon,Simon Katich,21-08-1975,m,left-hand-bat,slow-left-arm-orthodox,Middle Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,56,45,3,KXIP,y
11055,Justin,Justin Langer,21-11-1970,m,left-hand-bat,right-arm-fast,Top Order Batter,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,105,8,0,MI,y
11058,Shane,Shane Warne,13-09-1969,m,right-hand-bat,legbreak,Spinner,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png,145,194,0,RR,y
234,Mahedi,Mahedi Hasan,12-12-1994,m,right-hand-bat,right-arm-fast,Bowling Allrounder,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,0,11,70,NA,n
235,Mehidy,Mehidy Hasan Miraz,25-10-1997,m,right-hand-bat,right-arm-offbreak,Batting Allrounder,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,56,114,34,NA,n
237,Mustafizur,Mustafizur Rahman,06-09-1995,m,left-hand-bat,left-arm-fast,Medium Pacer,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,15,101,99,DC,n
239,Shakib,Shakib Al Hasan,24-03-1987,m,left-hand-bat,slow-left-arm-orthodox,Bowling Allrounder,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,67,250,128,KKR,y
240,Tamim,Tamim Iqbal,20-03-1989,m,left-hand-bat,does not bowl,Top Order Batter,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,70,243,78,NA,y
244,Mohammad,Mohammad Mahmudullah,04-02-1986,m,right-hand-bat,right-arm-offbreak,Bowling Allrounder,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,50,224,123,NA,y
248,Rubel,Rubel Hossain,01-01-1990,m,right-hand-bat,right-arm-fast,Medium Pacer,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,27,101,28,NA,n
249,Soumya,Soumya Sarkar,25-02-1993,m,left-hand-bat,right-arm-fast,Top Order Batter,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,18,61,78,NA,n
250,Taskin,Taskin Ahmed,03-04-1995,m,left-hand-bat,right-arm-fast,Medium Pacer,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,15,69,60,NA,n
253,Litton,Litton Das,13-10-1994,m,right-hand-bat,does not bowl,Wicketkeeper,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,41,86,78,KKR,n
254,Mashrafe,Mashrafe Mortaza,05-10-1983,m,right-hand-bat,right-arm-fast,Medium Pacer,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,36,220,54,NA,y
256,Mushfiqur,Mushfiqur Rahim,09-06-1987,m,right-hand-bat,does not bowl,Wicketkeeper,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png,89,275,102,NA,n
131,Moeen,Moeen Ali,18-06-1987,m,left-hand-bat,right-arm-offbreak,Batting Allrounder,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,69,141,86,CSK,y
132,Jake,Jake Ball,14-03-1991,m,right-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,4,18,2,NA,y
133,Stuart,Stuart Broad,24-06-1986,m,left-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,167,121,56,NA,y
134,Sam,Sam Curran,03-06-1998,m,left-hand-bat,left-arm-fast,Bowling Allrounder,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,24,33,42,CSK,n
135,Keaton,Keaton Jennings,19-06-1992,m,left-hand-bat,right-arm-fast,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,17,0,0,NA,n
136,Dawid,Dawid Malan,03-09-1987,m,left-hand-bat,legbreak,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,22,27,62,PBKS,y
137,Liam,Liam Plunkett,06-04-1985,m,right-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,13,89,22,DD,y
138,Joe,Joe Root,30-12-1990,m,right-hand-bat,right-arm-offbreak,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,147,178,32,RR,n
139,Olly,Olly Stone,09-10-1993,m,right-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,3,9,1,NA,y
140,David,David Willey,28-02-1990,m,left-hand-bat,left-arm-fast,Bowling Allrounder,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,0,78,49,RCB,y
141,James,James Anderson,30-07-1982,m,left-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,189,194,19,NA,y
142,Dominic,Dominic Bess,22-07-1997,m,right-hand-bat,right-arm-offbreak,Spinner,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,14,0,0,NA,n
143,Jos,Jos Buttler,08-09-1990,m,right-hand-bat,does not bowl,Wicketkeeper,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,57,188,121,GT,n
144,Liam,Liam Dawson,01-03-1990,m,right-hand-bat,slow-left-arm-orthodox,Spinner,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,3,6,13,NA,n
145,Chris,Chris Jordan,04-10-1988,m,right-hand-bat,right-arm-fast,Bowling Allrounder,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,8,34,93,MI,n
146,Eoin,Eoin Morgan,10-09-1986,m,left-hand-bat,right-arm-fast,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,16,248,115,KKR,y
147,Ollie,Ollie Pope,02-01-1998,m,right-hand-bat,does not bowl,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,64,1,0,NA,n
148,Jason,Jason Roy,21-07-1990,m,right-hand-bat,does not bowl,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,5,116,64,KKR,n
150,Chris,Chris Woakes,02-03-1989,m,right-hand-bat,right-arm-fast,Bowling Allrounder,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,48,122,33,DC,y
151,Jonny,Jonny Bairstow,26-09-1989,m,right-hand-bat,right-arm-fast,Wicketkeeper,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,104,106,77,MI,n
152,Sam,Sam Billings,15-06-1991,m,right-hand-bat,does not bowl,Wicketkeeper,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,3,30,41,KKR,n
153,Alastair,Alastair Cook,25-12-1984,m,left-hand-bat,right-arm-offbreak,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,161,92,4,NA,y
154,Alex,Alex Hales,03-01-1989,m,right-hand-bat,right-arm-fast,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,11,70,75,SRH,y
155,Jack,Jack Leach,22-06-1991,m,left-hand-bat,slow-left-arm-orthodox,Spinner,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,36,2,0,NA,n
156,Craig,Craig Overton,10-04-1994,m,right-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,8,7,4,NA,n
157,Adil,Adil Rashid,17-02-1988,m,right-hand-bat,legbreak,Spinner,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,19,139,108,SRH,n
158,Ben,Ben Stokes,04-06-1991,m,left-hand-bat,right-arm-fast,Batting Allrounder,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,107,118,43,CSK,n
159,James,James Vince,14-03-1991,m,right-hand-bat,right-arm-fast,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,13,25,22,NA,n
160,Mark,Mark Wood,11-01-1990,m,right-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,35,68,33,LSG,n
327,Tom,Tom Curran,12-03-1995,m,right-hand-bat,right-arm-fast,Bowling Allrounder,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,2,28,30,DC,n
328,Joe,Joe Denly,16-03-1986,m,right-hand-bat,legbreak,Spinner,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,2,16,13,NA,n
329,Rory,Rory Burns,26-08-1990,m,left-hand-bat,right-arm-fast,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,32,0,0,NA,n
361,Tymal,Tymal Mills,12-08-1992,m,right-hand-bat,left-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,0,0,18,MI,n
380,Ravi,Ravi Bopara,04-05-1985,m,right-hand-bat,right-arm-fast,Batting Allrounder,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,13,120,38,SRH,y
424,Jofra,Jofra Archer,01-04-1995,m,right-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,13,21,15,RR,n
621,Tim,Tim Bresnan,28-02-1985,m,right-hand-bat,right-arm-fast,Bowling Allrounder,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,23,85,34,MI,y
670,Ben,Ben Duckett,17-10-1994,m,left-hand-bat,right-arm-offbreak,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,20,10,13,NA,n
780,Liam,Liam Livingstone,04-08-1993,m,right-hand-bat,legbreak,Batting Allrounder,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,0,20,47,PBKS,n
1040,Ian,Ian Bell,11-04-1982,m,right-hand-bat,right-arm-fast,Middle Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,118,161,8,NA,y
1262,Owais,Owais Shah,22-10-1978,m,right-hand-bat,right-arm-offbreak,Middle Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,6,71,17,RR,y
1337,Kevin,Kevin Pietersen,27-06-1980,m,right-hand-bat,right-arm-offbreak,Middle Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,104,136,37,RPS,y
1376,Steven,Steven Finn,04-04-1989,m,right-hand-bat,right-arm-fast,Medium Pacer,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,36,69,21,NA,y
1838,Michael,Michael Vaughan,29-10-1974,m,right-hand-bat,right-arm-offbreak,Top Order Batter,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png,82,86,2,NA,y
